puzzle_id,prime,heuristic,init_seed,solved,final_min_valuation,required_valuation,lift_fraction,steps_taken,wall_time_seconds
euler_02,17,greedy,673121415,False,0,3,0.0,13,0.17630481719970703
euler_02,23,greedy,1990669617,False,0,3,0.0,15,0.19954729080200195
euler_02,23,greedy,1510724099,False,0,3,0.0,13,0.1750810146331787
euler_02,23,greedy,1130117468,False,0,3,0.0,13,0.17532801628112793
euler_02,47,greedy,2100655495,False,0,3,0.0,14,0.18389415740966797
euler_02,47,greedy,1620709977,False,0,3,0.0,12,0.17019867897033691
euler_02,47,greedy,1240103346,False,0,3,0.0,11,0.15114212036132812
euler_02,73,greedy,483683434,False,0,2,0.0,11,0.14401578903198242
euler_02,73,greedy,103076803,False,0,2,0.0,11,0.14354515075683594
euler_02,73,greedy,1770614933,False,0,2,0.0,16,0.21037697792053223
euler_02,97,greedy,324569485,False,0,2,0.0,11,0.14242005348205566
euler_02,97,greedy,2091446502,False,0,2,0.0,16,0.20842814445495605
euler_02,97,greedy,1611500984,False,0,2,0.0,6,0.0803229808807373
euler_02,127,greedy,1358589241,False,0,2,0.0,10,0.12987589836120605
euler_02,127,greedy,878643723,False,0,2,0.0,13,0.16953420639038086
euler_02,127,greedy,498037092,False,0,2,0.0,8,0.10553407669067383
euler_02,257,greedy,328935750,False,0,2,0.0,2,0.025912046432495117
euler_02,257,greedy,1996473880,False,0,2,0.0,3,0.038732051849365234
euler_02,257,greedy,1615867249,False,0,2,0.0,7,0.0904397964477539
euler_02,521,greedy,477007725,False,0,2,0.0,1,0.01292276382446289
euler_02,521,greedy,96401094,False,0,2,0.0,3,0.038973093032836914
euler_02,521,greedy,1763939224,False,0,2,0.0,2,0.026454925537109375
euler_02,2311,greedy,672038512,False,0,1,0.0,4,0.052977800369262695
euler_02,2311,greedy,192092994,False,0,1,0.0,5,0.06609606742858887
euler_02,2311,greedy,1958970011,False,0,1,0.0,5,0.06609296798706055
euler_03,2,greedy,676810473,False,0,12,0.0,34,0.5481259822845459
euler_03,2,greedy,296203842,False,0,12,0.0,27,0.43306684494018555
euler_03,2,greedy,2063080859,False,0,12,0.0,23,0.3745992183685303
euler_03,3,greedy,837773772,False,0,8,0.0,23,0.3517458438873291
euler_03,3,greedy,457167141,False,0,8,0.0,21,0.3218979835510254
euler_03,3,greedy,2124705271,False,0,8,0.0,20,0.31268787384033203
euler_03,5,greedy,1357638368,False,0,5,0.0,16,0.23416590690612793
euler_03,5,greedy,877692850,False,0,5,0.0,26,0.3813908100128174
euler_03,5,greedy,497086219,False,0,5,0.0,18,0.26334595680236816
euler_03,7,greedy,1293663928,False,0,4,0.0,22,0.3205430507659912
euler_03,7,greedy,813718410,False,0,4,0.0,19,0.27414894104003906
euler_03,7,greedy,433111779,False,0,4,0.0,19,0.2740449905395508
euler_03,11,greedy,1650215197,False,0,4,0.0,13,0.1862010955810547
euler_03,11,greedy,1269608566,False,0,4,0.0,16,0.22723913192749023
euler_03,11,greedy,789663048,False,0,4,0.0,19,0.2803168296813965
euler_03,13,greedy,1364758943,False,0,4,0.0,12,0.17083191871643066
euler_03,13,greedy,884813425,False,0,4,0.0,13,0.18628787994384766
euler_03,13,greedy,504206794,False,0,4,0.0,14,0.198897123336792
euler_03,17,greedy,1301890400,False,0,3,0.0,13,0.18501782417297363
euler_03,17,greedy,821944882,False,0,3,0.0,17,0.2366018295288086
euler_03,17,greedy,441338251,False,0,3,0.0,14,0.19453716278076172
euler_03,23,greedy,1594467229,False,0,3,0.0,11,0.153364896774292
euler_03,23,greedy,1213860598,False,0,3,0.0,13,0.1821577548980713
euler_03,23,greedy,733915080,False,0,3,0.0,17,0.23568201065063477
euler_03,47,greedy,140808495,False,0,3,0.0,14,0.19229388236999512
euler_03,47,greedy,1808346625,False,0,3,0.0,12,0.16384601593017578
euler_03,47,greedy,1427739994,False,0,3,0.0,12,0.16292881965637207
euler_03,73,greedy,671320082,False,0,2,0.0,10,0.14055585861206055
euler_03,73,greedy,290713451,False,0,2,0.0,10,0.13887286186218262
euler_03,73,greedy,1958251581,False,0,2,0.0,12,0.1642160415649414
euler_03,97,greedy,1365144996,False,0,2,0.0,11,0.149949312210083
euler_03,97,greedy,984538365,False,0,2,0.0,11,0.14948511123657227
euler_03,97,greedy,504592847,False,0,2,0.0,10,0.13543033599853516
euler_03,127,greedy,204063091,False,0,2,0.0,7,0.09445023536682129
euler_03,127,greedy,1970940108,False,0,2,0.0,12,0.16462063789367676
euler_03,127,greedy,1490994590,False,0,2,0.0,3,0.04318714141845703
euler_03,257,greedy,2080217010,False,0,2,0.0,8,0.11701393127441406
euler_03,257,greedy,1699610379,False,0,2,0.0,6,0.0837099552154541
euler_03,257,greedy,1219664861,False,0,2,0.0,5,0.06818699836730957
euler_03,521,greedy,80805337,False,0,2,0.0,5,0.06779003143310547
euler_03,521,greedy,1847682354,False,0,2,0.0,2,0.027489185333251953
euler_03,521,greedy,1367736836,False,0,2,0.0,2,0.02685070037841797
euler_03,2311,greedy,859675160,False,0,1,0.0,1,0.01348114013671875
euler_03,2311,greedy,379729642,False,0,1,0.0,2,0.02709197998046875
euler_03,2311,greedy,2146606659,False,0,1,0.0,6,0.08179020881652832
euler_04,2,greedy,2076434913,False,0,12,0.0,22,0.3369779586791992
euler_04,2,greedy,1695828282,False,0,12,0.0,25,0.39124417304992676
euler_04,2,greedy,1315221651,False,0,12,0.0,29,0.4409167766571045
euler_04,3,greedy,89914564,False,0,8,0.0,18,0.2604658603668213
euler_04,3,greedy,1856791581,False,0,8,0.0,20,0.3102529048919678
euler_04,3,greedy,1376846063,False,0,8,0.0,13,0.20376086235046387
euler_04,5,greedy,25940124,False,0,5,0.0,17,0.24759221076965332
euler_04,5,greedy,1792817141,False,0,5,0.0,19,0.27887797355651855
euler_04,5,greedy,1312871623,False,0,5,0.0,18,0.2511258125305176
euler_04,7,greedy,1788628631,False,0,4,0.0,15,0.2048630714416504
euler_04,7,greedy,1408022000,False,0,4,0.0,10,0.13655662536621094
euler_04,7,greedy,1027415369,False,0,4,0.0,16,0.2199239730834961
euler_04,11,greedy,97035139,False,0,4,0.0,17,0.2301638126373291
euler_04,11,greedy,1863912156,False,0,4,0.0,17,0.22924208641052246
euler_04,11,greedy,1383966638,False,0,4,0.0,12,0.1620187759399414
euler_04,13,greedy,1661785648,False,0,4,0.0,11,0.1498889923095703
euler_04,13,greedy,1281179017,False,0,4,0.0,16,0.21343493461608887
euler_04,13,greedy,801233499,False,0,4,0.0,14,0.190201997756958
euler_04,17,greedy,2117675804,False,0,3,0.0,15,0.20087718963623047
euler_04,17,greedy,1637730286,False,0,3,0.0,15,0.20056509971618652
euler_04,17,greedy,1257123655,False,0,3,0.0,19,0.2538769245147705
euler_04,23,greedy,846608021,False,0,3,0.0,16,0.21472406387329102
euler_04,23,greedy,466001390,False,0,3,0.0,19,0.2554900646209717
euler_04,23,greedy,2133539520,False,0,3,0.0,13,0.17588472366333008
euler_04,47,greedy,956593899,False,0,3,0.0,12,0.16035199165344238
euler_04,47,greedy,476648381,False,0,3,0.0,12,0.15682196617126465
euler_04,47,greedy,96041750,False,0,3,0.0,15,0.19495296478271484
euler_04,73,greedy,2070944522,False,0,2,0.0,11,0.1453719139099121
euler_04,73,greedy,1690337891,False,0,2,0.0,11,0.1450181007385254
euler_04,73,greedy,1309731260,False,0,2,0.0,12,0.15727996826171875
euler_04,97,greedy,33446752,False,0,2,0.0,9,0.11611700057983398
euler_04,97,greedy,1800323769,False,0,2,0.0,5,0.06553101539611816
euler_04,97,greedy,1320378251,False,0,2,0.0,9,0.11745500564575195
euler_04,127,greedy,798366681,False,0,2,0.0,7,0.09147191047668457
euler_04,127,greedy,417760050,False,0,2,0.0,7,0.09058618545532227
euler_04,127,greedy,2085298180,False,0,2,0.0,7,0.09026503562927246
euler_04,257,greedy,1332357802,False,0,2,0.0,2,0.025905847549438477
euler_04,257,greedy,951751171,False,0,2,0.0,4,0.05206608772277832
euler_04,257,greedy,471805653,False,0,2,0.0,3,0.04034090042114258
euler_04,521,greedy,1480429777,False,0,2,0.0,2,0.025933027267456055
euler_04,521,greedy,1099823146,False,0,2,0.0,3,0.039392948150634766
euler_04,521,greedy,619877628,False,0,2,0.0,1,0.013196945190429688
euler_04,2311,greedy,111815952,False,0,1,0.0,3,0.03951692581176758
euler_04,2311,greedy,1779354082,False,0,1,0.0,1,0.013169050216674805
euler_04,2311,greedy,1398747451,False,0,1,0.0,4,0.05288219451904297
euler_05,2,greedy,1647003736,False,0,12,0.0,31,0.4168241024017334
euler_05,2,greedy,1167058218,False,1,12,0.08333333333333333,27,0.36858701705932617
euler_05,2,greedy,786451587,False,0,12,0.0,22,0.29643893241882324
euler_05,3,greedy,79903199,False,0,8,0.0,21,0.2687070369720459
euler_05,3,greedy,1747441329,False,0,8,0.0,18,0.22722506523132324
euler_05,3,greedy,1366834698,False,0,8,0.0,19,0.2502410411834717
euler_05,5,greedy,15928759,False,0,5,0.0,16,0.1974940299987793
euler_05,5,greedy,1683466889,False,0,5,0.0,11,0.13717889785766602
euler_05,5,greedy,1302860258,False,0,5,0.0,15,0.1861720085144043
euler_05,7,greedy,17034656,False,0,4,0.0,20,0.2507929801940918
euler_05,7,greedy,1684572786,False,0,4,0.0,18,0.2234189510345459
euler_05,7,greedy,1303966155,False,0,4,0.0,14,0.17097997665405273
euler_05,11,greedy,373585925,False,0,4,0.0,13,0.1553637981414795
euler_05,11,greedy,2140462942,False,0,4,0.0,19,0.22752094268798828
euler_05,11,greedy,1759856311,False,0,4,0.0,13,0.15677404403686523
euler_05,13,greedy,309611485,False,0,4,0.0,10,0.12265586853027344
euler_05,13,greedy,2076488502,False,0,4,0.0,15,0.18279385566711426
euler_05,13,greedy,1596542984,False,0,4,0.0,12,0.14209508895874023
euler_05,17,greedy,765501641,False,0,3,0.0,14,0.1624000072479248
euler_05,17,greedy,285556123,False,0,3,0.0,18,0.21251988410949707
euler_05,17,greedy,2052433140,False,0,3,0.0,18,0.21242976188659668
euler_05,23,greedy,317837957,False,0,3,0.0,13,0.15175890922546387
euler_05,23,greedy,2084714974,False,0,3,0.0,13,0.15702104568481445
euler_05,23,greedy,1604769456,False,0,3,0.0,13,0.15391778945922852
euler_05,47,greedy,427823835,False,0,3,0.0,11,0.1273059844970703
euler_05,47,greedy,47217204,False,0,3,0.0,12,0.14028310775756836
euler_05,47,greedy,1714755334,False,0,3,0.0,11,0.13213801383972168
euler_05,73,greedy,1542174458,False,0,2,0.0,11,0.12717700004577637
euler_05,73,greedy,1161567827,False,0,2,0.0,11,0.12682294845581055
euler_05,73,greedy,780961196,False,0,2,0.0,9,0.10417723655700684
euler_05,97,greedy,1652160336,False,0,2,0.0,10,0.11861133575439453
euler_05,97,greedy,1271553705,False,0,2,0.0,10,0.11669301986694336
euler_05,97,greedy,791608187,False,0,2,0.0,7,0.08003091812133789
euler_05,127,greedy,1074917467,False,0,2,0.0,2,0.02259206771850586
euler_05,127,greedy,694310836,False,0,2,0.0,6,0.06864595413208008
euler_05,127,greedy,214365318,False,0,2,0.0,8,0.09363222122192383
euler_05,257,greedy,803587738,False,0,2,0.0,3,0.034330129623413086
euler_05,257,greedy,422981107,False,0,2,0.0,8,0.09236907958984375
euler_05,257,greedy,2090519237,False,0,2,0.0,4,0.0461878776550293
euler_05,521,greedy,1856319450,False,0,2,0.0,3,0.034475088119506836
euler_05,521,greedy,1376373932,False,0,2,0.0,2,0.02319502830505371
euler_05,521,greedy,995767301,False,0,2,0.0,1,0.011812210083007812
euler_05,2311,greedy,1730529536,False,0,1,0.0,9,0.10298895835876465
euler_05,2311,greedy,1349922905,False,0,1,0.0,3,0.03460383415222168
euler_05,2311,greedy,869977387,False,0,1,0.0,2,0.022995948791503906
euler_06,2,greedy,541509739,False,0,12,0.0,35,0.6058320999145508
euler_06,2,greedy,160903108,False,0,12,0.0,32,0.5696067810058594
euler_06,2,greedy,1828441238,False,0,12,0.0,26,0.4459049701690674
euler_06,3,greedy,2044635836,False,0,8,0.0,21,0.36196088790893555
euler_06,3,greedy,1564690318,False,0,8,0.0,18,0.30042004585266113
euler_06,3,greedy,1184083687,False,0,8,0.0,23,0.37653589248657227
euler_06,5,greedy,1980661396,False,0,5,0.0,20,0.31226396560668945
euler_06,5,greedy,1500715878,False,0,5,0.0,17,0.26573801040649414
euler_06,5,greedy,1120109247,False,0,5,0.0,18,0.3138008117675781
euler_06,7,greedy,253703457,False,0,4,0.0,19,0.33181095123291016
euler_06,7,greedy,2020580474,False,0,4,0.0,19,0.29967522621154785
euler_06,7,greedy,1540634956,False,0,4,0.0,19,0.30467700958251953
euler_06,11,greedy,709593613,False,0,4,0.0,11,0.1663370132446289
euler_06,11,greedy,229648095,False,0,4,0.0,17,0.2583129405975342
euler_06,11,greedy,1996525112,False,0,4,0.0,17,0.26169395446777344
euler_06,13,greedy,645619173,False,0,4,0.0,11,0.1676008701324463
euler_06,13,greedy,165673655,False,0,4,0.0,11,0.16512703895568848
euler_06,13,greedy,1932550672,False,0,4,0.0,11,0.16428208351135254
euler_06,17,greedy,582750630,False,0,3,0.0,14,0.21139931678771973
euler_06,17,greedy,102805112,False,0,3,0.0,20,0.3065612316131592
euler_06,17,greedy,1869682129,False,0,3,0.0,14,0.20939016342163086
euler_06,23,greedy,1459166495,False,0,3,0.0,12,0.17945289611816406
euler_06,23,greedy,979220977,False,0,3,0.0,15,0.22215890884399414
euler_06,23,greedy,598614346,False,0,3,0.0,16,0.23788714408874512
euler_06,47,greedy,5507761,False,0,3,0.0,12,0.17930293083190918
euler_06,47,greedy,1673045891,False,0,3,0.0,13,0.19264626502990723
euler_06,47,greedy,1292439260,False,0,3,0.0,11,0.17319607734680176
euler_06,73,greedy,536019348,False,0,2,0.0,10,0.15157699584960938
euler_06,73,greedy,155412717,False,0,2,0.0,13,0.19028496742248535
euler_06,73,greedy,1822950847,False,0,2,0.0,14,0.20857596397399902
euler_06,97,greedy,1719068197,False,0,2,0.0,8,0.11755013465881348
euler_06,97,greedy,1239122679,False,0,2,0.0,11,0.16283106803894043
euler_06,97,greedy,858516048,False,0,2,0.0,9,0.13054800033569336
euler_06,127,greedy,1410925155,False,0,2,0.0,7,0.10090088844299316
euler_06,127,greedy,930979637,False,0,2,0.0,6,0.08638381958007812
euler_06,127,greedy,550373006,False,0,2,0.0,9,0.1294260025024414
euler_06,257,greedy,1944916276,False,0,2,0.0,4,0.057745933532714844
euler_06,257,greedy,1464970758,False,0,2,0.0,2,0.028950214385986328
euler_06,257,greedy,1084364127,False,0,2,0.0,2,0.029087066650390625
euler_06,521,greedy,2092988251,False,0,2,0.0,2,0.02901005744934082
euler_06,521,greedy,1712381620,False,0,2,0.0,3,0.0437619686126709
euler_06,521,greedy,1232436102,False,0,2,0.0,2,0.02923297882080078
euler_06,2311,greedy,724374426,False,0,1,0.0,2,0.030483245849609375
euler_06,2311,greedy,244428908,False,0,1,0.0,2,0.03005695343017578
euler_06,2311,greedy,2011305925,False,0,1,0.0,1,0.014452934265136719
euler_07,2,greedy,1809339062,False,1,12,0.08333333333333333,25,0.4199647903442383
euler_07,2,greedy,1329393544,False,0,12,0.0,28,0.45934009552001953
euler_07,2,greedy,948786913,False,0,12,0.0,31,0.515355110168457
euler_07,3,greedy,20756711,False,0,8,0.0,20,0.31119585037231445
euler_07,3,greedy,1688294841,False,0,8,0.0,11,0.18029284477233887
euler_07,3,greedy,1307688210,False,0,8,0.0,13,0.20766472816467285
euler_07,5,greedy,2104265919,False,0,5,0.0,26,0.39803099632263184
euler_07,5,greedy,1624320401,False,0,5,0.0,20,0.3042590618133545
euler_07,5,greedy,1243713770,False,0,5,0.0,16,0.24681901931762695
euler_07,7,greedy,2105371816,False,0,4,0.0,11,0.16211891174316406
euler_07,7,greedy,1625426298,False,0,4,0.0,18,0.26680898666381836
euler_07,7,greedy,1244819667,False,0,4,0.0,21,0.3152129650115967
euler_07,11,greedy,314439437,False,0,4,0.0,15,0.22473406791687012
euler_07,11,greedy,2081316454,False,0,4,0.0,10,0.14311599731445312
euler_07,11,greedy,1601370936,False,0,4,0.0,20,0.2911653518676758
euler_07,13,greedy,250464997,False,0,4,0.0,10,0.14349889755249023
euler_07,13,greedy,2017342014,False,0,4,0.0,14,0.20413589477539062
euler_07,13,greedy,1537396496,False,0,4,0.0,14,0.20937609672546387
euler_07,17,greedy,706355153,False,0,3,0.0,16,0.23021507263183594
euler_07,17,greedy,226409635,False,0,3,0.0,13,0.18840909004211426
euler_07,17,greedy,1993286652,False,0,3,0.0,17,0.2525599002838135
euler_07,23,greedy,258691469,False,0,3,0.0,15,0.21959519386291504
euler_07,23,greedy,2025568486,False,0,3,0.0,18,0.26244497299194336
euler_07,23,greedy,1545622968,False,0,3,0.0,7,0.10005998611450195
euler_07,47,greedy,368677347,False,0,3,0.0,12,0.16887974739074707
euler_07,47,greedy,2036215477,False,0,3,0.0,14,0.19976520538330078
euler_07,47,greedy,1655608846,False,0,3,0.0,15,0.21191787719726562
euler_07,73,greedy,899188934,False,0,2,0.0,11,0.15750885009765625
euler_07,73,greedy,518582303,False,0,2,0.0,14,0.19805693626403809
euler_07,73,greedy,137975672,False,0,2,0.0,6,0.08368206024169922
euler_07,97,greedy,1593013848,False,0,2,0.0,5,0.06990790367126465
euler_07,97,greedy,1212407217,False,0,2,0.0,8,0.11227917671203613
euler_07,97,greedy,732461699,False,0,2,0.0,9,0.12808513641357422
euler_07,127,greedy,431931943,False,0,2,0.0,8,0.11350131034851074
euler_07,127,greedy,51325312,False,0,2,0.0,9,0.12493896484375
euler_07,127,greedy,1718863442,False,0,2,0.0,7,0.09795188903808594
euler_07,257,greedy,744441250,False,0,2,0.0,4,0.059120893478393555
euler_07,257,greedy,363834619,False,0,2,0.0,7,0.09779095649719238
euler_07,257,greedy,2031372749,False,0,2,0.0,4,0.05587196350097656
euler_07,521,greedy,1697834075,False,0,2,0.0,2,0.027871131896972656
euler_07,521,greedy,1317227444,False,0,2,0.0,2,0.02778482437133789
euler_07,521,greedy,936620813,False,0,2,0.0,3,0.04192519187927246
euler_07,2311,greedy,1892864862,False,0,1,0.0,1,0.014043092727661133
euler_07,2311,greedy,1512258231,False,0,1,0.0,1,0.013995885848999023
euler_07,2311,greedy,1032312713,False,0,1,0.0,3,0.04197192192077637
euler_08,2,greedy,41396009,False,0,12,0.0,25,0.3371279239654541
euler_08,2,greedy,1808273026,False,1,12,0.08333333333333333,35,0.48539304733276367
euler_08,2,greedy,1328327508,False,0,12,0.0,27,0.37097716331481934
euler_08,3,greedy,1304957043,False,0,8,0.0,17,0.21525096893310547
euler_08,3,greedy,825011525,False,0,8,0.0,24,0.308225154876709
euler_08,3,greedy,444404894,False,0,8,0.0,17,0.21814918518066406
euler_08,5,greedy,722223904,False,0,5,0.0,13,0.15859007835388184
euler_08,5,greedy,242278386,False,0,5,0.0,16,0.19876790046691895
euler_08,5,greedy,2009155403,False,0,5,0.0,27,0.33663296699523926
euler_08,7,greedy,1142749613,False,0,4,0.0,17,0.21306586265563965
euler_08,7,greedy,762142982,False,0,4,0.0,20,0.24813294410705566
euler_08,7,greedy,381536351,False,0,4,0.0,11,0.13118386268615723
euler_08,11,greedy,793318919,False,0,4,0.0,12,0.14191603660583496
euler_08,11,greedy,313373401,False,0,4,0.0,12,0.14115691184997559
euler_08,11,greedy,2080250418,False,0,4,0.0,13,0.1580061912536621
euler_08,13,greedy,1534665329,False,0,4,0.0,14,0.16999506950378418
euler_08,13,greedy,1054719811,False,0,4,0.0,16,0.18823909759521484
euler_08,13,greedy,674113180,False,0,4,0.0,16,0.1907639503479004
euler_08,17,greedy,1085895748,False,0,3,0.0,15,0.18793106079101562
euler_08,17,greedy,705289117,False,0,3,0.0,21,0.2621278762817383
euler_08,17,greedy,225343599,False,0,3,0.0,11,0.14852595329284668
euler_08,23,greedy,959052765,False,0,3,0.0,11,0.12825417518615723
euler_08,23,greedy,479107247,False,0,3,0.0,18,0.2134571075439453
euler_08,23,greedy,98500616,False,0,3,0.0,13,0.15146207809448242
euler_08,47,greedy,1652877679,False,0,3,0.0,13,0.14957904815673828
euler_08,47,greedy,1172932161,False,0,3,0.0,8,0.09310007095336914
euler_08,47,greedy,792325530,False,0,3,0.0,14,0.16563892364501953
euler_08,73,greedy,35905618,False,0,2,0.0,7,0.0798790454864502
euler_08,73,greedy,1802782635,False,0,2,0.0,10,0.11368703842163086
euler_08,73,greedy,1322837117,False,0,2,0.0,13,0.14808988571166992
euler_08,97,greedy,729730532,False,0,2,0.0,8,0.09213805198669434
euler_08,97,greedy,249785014,False,0,2,0.0,6,0.06842803955078125
euler_08,97,greedy,2016662031,False,0,2,0.0,8,0.0921018123626709
euler_08,127,greedy,1716132275,False,0,2,0.0,9,0.1038520336151123
euler_08,127,greedy,1335525644,False,0,2,0.0,7,0.08088135719299316
euler_08,127,greedy,855580126,False,0,2,0.0,7,0.08170509338378906
euler_08,257,greedy,150257761,False,0,2,0.0,4,0.045530080795288086
euler_08,257,greedy,1817795891,False,0,2,0.0,3,0.03569817543029785
euler_08,257,greedy,1437189260,False,0,2,0.0,7,0.08096599578857422
euler_08,521,greedy,29229909,False,0,2,0.0,2,0.022485971450805664
euler_08,521,greedy,1796106926,False,0,2,0.0,1,0.01125192642211914
euler_08,521,greedy,1316161408,False,0,2,0.0,3,0.03391909599304199
euler_08,2311,greedy,1029581546,False,0,1,0.0,3,0.03395509719848633
euler_08,2311,greedy,648974915,False,0,1,0.0,2,0.022896766662597656
euler_08,2311,greedy,169029397,False,0,1,0.0,2,0.02279496192932129
euler_09,2,greedy,2054037142,False,0,12,0.0,26,0.43062400817871094
euler_09,2,greedy,1574091624,False,1,12,0.08333333333333333,35,0.6001169681549072
euler_09,2,greedy,1193484993,False,0,12,0.0,22,0.37169718742370605
euler_09,3,greedy,486936605,False,0,8,0.0,18,0.2832303047180176
euler_09,3,greedy,106329974,False,0,8,0.0,16,0.25084996223449707
euler_09,3,greedy,1773868104,False,0,8,0.0,16,0.24822616577148438
euler_09,5,greedy,1006801201,False,0,5,0.0,21,0.3191080093383789
euler_09,5,greedy,626194570,False,0,5,0.0,16,0.2400960922241211
euler_09,5,greedy,146249052,False,0,5,0.0,15,0.2409529685974121
euler_09,7,greedy,424068062,False,0,4,0.0,20,0.31329894065856934
euler_09,7,greedy,43461431,False,0,4,0.0,17,0.25591087341308594
euler_09,7,greedy,1710999561,False,0,4,0.0,20,0.302868127822876
euler_09,11,greedy,879958218,False,0,4,0.0,10,0.14639019966125488
euler_09,11,greedy,400012700,False,0,4,0.0,17,0.24942731857299805
euler_09,11,greedy,19406069,False,0,4,0.0,12,0.17603373527526855
euler_09,13,greedy,495163077,False,0,4,0.0,16,0.2334442138671875
euler_09,13,greedy,114556446,False,0,4,0.0,13,0.19304180145263672
euler_09,13,greedy,1782094576,False,0,4,0.0,19,0.2821922302246094
