puzzle_id,prime,heuristic,init_seed,solved,final_min_valuation,required_valuation,lift_fraction,steps_taken,wall_time_seconds
euler_01,2,greedy,262499,False,0,12,0.0,27,0.3970792293548584
euler_01,2,greedy,1667800629,False,0,12,0.0,20,0.2966189384460449
euler_01,2,greedy,1287193998,False,0,12,0.0,25,0.3697483539581299
euler_01,2,sa,1506322220,False,0,12,0.0,5000,0.2676868438720703
euler_01,2,sa,1026376702,False,0,12,0.0,5000,0.2640061378479004
euler_01,2,sa,645770071,False,0,12,0.0,5000,0.2762751579284668
euler_01,3,greedy,1404049709,False,0,8,0.0,20,0.29894280433654785
euler_01,3,greedy,1023443078,False,0,8,0.0,18,0.2500331401824951
euler_01,3,greedy,543497560,False,0,8,0.0,15,0.21050810813903809
euler_01,3,sa,762625782,False,0,8,0.0,5000,0.2587442398071289
euler_01,3,sa,382019151,False,0,8,0.0,5000,0.25295424461364746
euler_01,3,sa,2049557281,False,0,8,0.0,5000,0.2557539939880371
euler_01,5,greedy,1923914305,False,0,5,0.0,20,0.2704613208770752
euler_01,5,greedy,1443968787,False,0,5,0.0,16,0.21427702903747559
euler_01,5,greedy,1063362156,False,0,5,0.0,15,0.19875097274780273
euler_01,5,sa,1282490378,False,0,5,0.0,5000,0.24750995635986328
euler_01,5,sa,901883747,False,0,5,0.0,5000,0.2523841857910156
euler_01,5,sa,421938229,False,0,5,0.0,5000,0.24782609939575195
euler_01,7,greedy,1859939865,False,0,4,0.0,15,0.19650578498840332
euler_01,7,greedy,1379994347,False,0,4,0.0,15,0.19942879676818848
euler_01,7,greedy,999387716,False,0,4,0.0,21,0.28203797340393066
euler_01,7,sa,1218515938,False,0,4,0.0,5000,0.24647808074951172
euler_01,7,sa,738570420,False,0,4,0.0,5000,0.24762511253356934
euler_01,7,sa,357963789,False,0,4,0.0,5000,0.24827098846435547
euler_01,11,greedy,1697732435,False,0,4,0.0,11,0.14642596244812012
euler_01,11,greedy,1317125804,False,0,4,0.0,10,0.1289079189300537
euler_01,11,greedy,936519173,False,0,4,0.0,12,0.15647482872009277
euler_01,11,sa,1155647395,False,0,4,0.0,5000,0.24659323692321777
